虎牙,#genre#
经典邵氏,http://lxajh.top/tv/douyu.php?id=4246519
经典邵氏,http://jiaojirentv.top/2020/dy.php?id=4246519

电影_星爷,http://live.chinacert.cftest5.cn/huya/11342412
电影_英叔,http://live.chinacert.cftest5.cn/huya/11342421
电影_达叔,http://live.chinacert.cftest5.cn/huya/11336592
电影_发哥,http://live.chinacert.cftest5.cn/huya/11342387
电影_成龙,http://live.chinacert.cftest5.cn/huya/11342386
电影_沈腾,http://live.chinacert.cftest5.cn/huya/11601968
电影_黄渤,http://live.chinacert.cftest5.cn/huya/11352876
电影_强森,http://live.chinacert.cftest5.cn/huya/21059581
电影_漫威,http://live.chinacert.cftest5.cn/huya/11602034
电影_宇宙,http://live.chinacert.cftest5.cn/huya/11342428
电影_怪兽,http://live.chinacert.cftest5.cn/huya/21059577
电影_武侠,http://live.chinacert.cftest5.cn/huya/11342427
电影_警匪,http://live.chinacert.cftest5.cn/huya/11352886
电影_罪犯,http://live.chinacert.cftest5.cn/huya/11352962
电影_枪战,http://live.chinacert.cftest5.cn/huya/21059579
电影_海盗,http://live.chinacert.cftest5.cn/huya/21059595
电影_赛车,http://live.chinacert.cftest5.cn/huya/11279247
电影_推荐,http://live.chinacert.cftest5.cn/huya/11602041
电影_救援,http://live.chinacert.cftest5.cn/huya/21059594
电影_热血,http://live.chinacert.cftest5.cn/huya/11352934
电影_盗墓,http://live.chinacert.cftest5.cn/huya/21059552
电影_贺岁,http://live.chinacert.cftest5.cn/huya/11601971
电影_玄幻,http://live.chinacert.cftest5.cn/huya/11342414
电影_谍战,http://live.chinacert.cftest5.cn/huya/21059585
电影_战争,http://live.chinacert.cftest5.cn/huya/21059592
电影_喜剧,http://live.chinacert.cftest5.cn/huya/11352877
电影_港片,http://live.chinacert.cftest5.cn/huya/11602043
电影_国产,http://live.chinacert.cftest5.cn/huya/11352973
电影_周星星,http://live.chinacert.cftest5.cn/huya/11336587
电影_李连杰,http://live.chinacert.cftest5.cn/huya/11342390
电影_洪金宝,http://live.chinacert.cftest5.cn/huya/11279251
电影_梁家辉,http://live.chinacert.cftest5.cn/huya/11342429
电影_许冠英,http://live.chinacert.cftest5.cn/huya/11601972
电影_刘德华,http://live.chinacert.cftest5.cn/huya/11342424
电影_斯坦森,http://live.chinacert.cftest5.cn/huya/21059588
电影_小鬼头,http://live.chinacert.cftest5.cn/huya/11352963
电影_八点档,http://live.chinacert.cftest5.cn/huya/880261
电影_蜘蛛侠,http://live.chinacert.cftest5.cn/huya/21059599
电影_贺岁片,http://live.chinacert.cftest5.cn/huya/11601986
电影_功夫片,http://live.chinacert.cftest5.cn/huya/11352941
电影_黑帮片,http://live.chinacert.cftest5.cn/huya/11336719
电影_丧尸片,http://live.chinacert.cftest5.cn/huya/21059578
电影_灾难片,http://live.chinacert.cftest5.cn/huya/11602075
电影_谍战片,http://live.chinacert.cftest5.cn/huya/21059587
电影_战争片,http://live.chinacert.cftest5.cn/huya/21059574
电影_犯罪片,http://live.chinacert.cftest5.cn/huya/11352974
电影_古装片,http://live.chinacert.cftest5.cn/huya/11336590
电影_高分动作,http://live.chinacert.cftest5.cn/huya/11352884
电影_动作电影,http://live.chinacert.cftest5.cn/huya/11602077
电影_搞笑喜剧,http://live.chinacert.cftest5.cn/huya/11342423
电影_喜剧专场,http://live.chinacert.cftest5.cn/huya/11602044
电影_欢笑影院,http://live.chinacert.cftest5.cn/huya/11352894
电影_不挤影院,http://live.chinacert.cftest5.cn/huya/11352897
电影_国产悬疑,http://live.chinacert.cftest5.cn/huya/11342395
电影_快意江湖,http://live.chinacert.cftest5.cn/huya/11342435
电影_黑帮斗争,http://live.chinacert.cftest5.cn/huya/11342419
电影_古墓系列,http://live.chinacert.cftest5.cn/huya/11352913
电影_嫣然影厅,http://live.chinacert.cftest5.cn/huya/11601977
电影_女神系列,http://live.chinacert.cftest5.cn/huya/11336571
电影_经典女神,http://live.chinacert.cftest5.cn/huya/11352909
电影_许氏三杰,http://live.chinacert.cftest5.cn/huya/11602033
电影_经典港片,http://live.chinacert.cftest5.cn/huya/11352965
电影_镖行天下,http://live.chinacert.cftest5.cn/huya/11352969
电影_高能反转,http://live.chinacert.cftest5.cn/huya/11352887
电影_喜乐影院,http://live.chinacert.cftest5.cn/huya/21059580
电影_蘑菇影厅,http://live.chinacert.cftest5.cn/huya/11601981
电影_搞笑恐怖,http://live.chinacert.cftest5.cn/huya/11601960
电影_死神来了,http://live.chinacert.cftest5.cn/huya/11352903
电影_变形金刚,http://live.chinacert.cftest5.cn/huya/21059596
电影_怪兽系列,http://live.chinacert.cftest5.cn/huya/21059554

剧集_老三国,http://live.chinacert.cftest5.cn/huya/11602081
剧集_新三国,http://live.chinacert.cftest5.cn/huya/11352944
剧集_新水浒,http://live.chinacert.cftest5.cn/huya/11342384
剧集_纪晓岚,http://live.chinacert.cftest5.cn/huya/11342396
剧集_庆余年,http://live.chinacert.cftest5.cn/huya/11352960
剧集_雍正王朝,http://live.chinacert.cftest5.cn/huya/11342439
剧集_士兵突击,http://live.chinacert.cftest5.cn/huya/11342430
剧集_爱情公寓,http://live.chinacert.cftest5.cn/huya/11336726
剧集_家有儿女,http://live.chinacert.cftest5.cn/huya/11352872
剧集_武林外传,http://live.chinacert.cftest5.cn/huya/21059598
剧集_地下交通站,http://live.chinacert.cftest5.cn/huya/11342433
剧集_邻里一家亲,http://live.chinacert.cftest5.cn/huya/11342426
搞笑_陈翔六点半,http://live.chinacert.cftest5.cn/huya/11274154
剧集_老三国,http://live.chinacert.cftest5.cn/huya/11602081
剧集_新三国,http://live.chinacert.cftest5.cn/huya/11352944
剧集_新水浒,http://live.chinacert.cftest5.cn/huya/11342384
剧集_纪晓岚,http://live.chinacert.cftest5.cn/huya/11342396
剧集_庆余年,http://live.chinacert.cftest5.cn/huya/11352960
剧集_雍正王朝,http://live.chinacert.cftest5.cn/huya/11342439
剧集_士兵突击,http://live.chinacert.cftest5.cn/huya/11342430
剧集_爱情公寓,http://live.chinacert.cftest5.cn/huya/11336726
剧集_家有儿女,http://live.chinacert.cftest5.cn/huya/11352872
剧集_武林外传,http://live.chinacert.cftest5.cn/huya/21059598
剧集_地下交通站,http://live.chinacert.cftest5.cn/huya/11342433
剧集_邻里一家亲,http://live.chinacert.cftest5.cn/huya/11342426
搞笑_陈翔六点半,http://live.chinacert.cftest5.cn/huya/11274154
西游记,http://cdn.jdshipin.com:8880/huya.php?id=26355861
西游记,http://tv.666150.xyz/huya.php?id=26355861
大宋提刑官,http://cdn.jdshipin.com:8880/huya.php?id=26355856
大宋提刑官,http://tv.666150.xyz/huya.php?id=26355856
笑看风云,http://live.chinacert.cftest5.cn/huya/29465858

陀枪师姐,http://live.chinacert.cftest5.cn/huya/29465857
刑事侦缉档案,http://live.chinacert.cftest5.cn/huya/29465856
妙手仁心,http://live.chinacert.cftest5.cn/huya/29465853
野蛮奶奶,http://live.chinacert.cftest5.cn/huya/23863796
扫黄先锋,http://live.chinacert.cftest5.cn/huya/29465855
洗冤录,http://live.chinacert.cftest5.cn/huya/29465851
九阴真经,http://live.chinacert.cftest5.cn/huya/23824164
封神榜,http://live.chinacert.cftest5.cn/huya/29465849
西游记2,http://live.chinacert.cftest5.cn/huya/29465859
楚汉骄雄,http://live.chinacert.cftest5.cn/huya/29465854
金枝欲孽,http://live.chinacert.cftest5.cn/huya/29465847
大唐双龙传,http://live.chinacert.cftest5.cn/huya/29465850
天龙八部,http://live.chinacert.cftest5.cn/huya/20985816

解说_电影狂人,http://live.chinacert.cftest5.cn/huya/18715610
解说_鹿哥电影,http://live.chinacert.cftest5.cn/huya/24396360
解说_斌哥漫说,http://live.chinacert.cftest5.cn/huya/18632116
解说_续哥说电影,http://live.chinacert.cftest5.cn/huya/24396472
解说_小川侃电影,http://live.chinacert.cftest5.cn/huya/15870999
解说_阿钙扒瞎,http://live.chinacert.cftest5.cn/huya/15978172
解说_阿良说剧,http://live.chinacert.cftest5.cn/huya/20488841
解说_鱼丸电影,http://live.chinacert.cftest5.cn/huya/16615910
解说_阿斗说电影,http://live.chinacert.cftest5.cn/huya/13303478
解说_扁豆看电影,http://live.chinacert.cftest5.cn/huya/16028551
解说_乌贼说电影,http://live.chinacert.cftest5.cn/huya/16604522
解说_大象放映室,http://live.chinacert.cftest5.cn/huya/21277391
解说_科幻梦工场,http://live.chinacert.cftest5.cn/huya/15152155
解说_亮哥讲电影,http://live.chinacert.cftest5.cn/huya/16144175
解说_越哥说电影,http://live.chinacert.cftest5.cn/huya/15894162
解说_小冉看电影,http://live.chinacert.cftest5.cn/huya/17341907
解说_嫦娥撩电影,http://live.chinacert.cftest5.cn/huya/18201106
解说_阿翔说电影,http://live.chinacert.cftest5.cn/huya/16868935
解说_疯狂解说家,http://live.chinacert.cftest5.cn/huya/18366196
解说_虎妞说电影,http://live.chinacert.cftest5.cn/huya/20343144
解说_顾久撩电影,http://live.chinacert.cftest5.cn/huya/16422212
解说_涵哥评电影,http://live.chinacert.cftest5.cn/huya/16865726
解说_俗哥看电影,http://live.chinacert.cftest5.cn/huya/15452736
解说_老皮讲电影,http://live.chinacert.cftest5.cn/huya/16968572
解说_默爷侃电影,http://live.chinacert.cftest5.cn/huya/17204307
解说_冷君说电影,http://live.chinacert.cftest5.cn/huya/16739452
解说_老炮说电影,http://live.chinacert.cftest5.cn/huya/15454716
解说_刘老师说电影,http://live.chinacert.cftest5.cn/huya/20289754
解说_恐怖电影解说,http://live.chinacert.cftest5.cn/huya/16741179
解说_电影狂人,http://live.chinacert.cftest5.cn/huya/18715610
解说_鹿哥电影,http://live.chinacert.cftest5.cn/huya/24396360
解说_斌哥漫说,http://live.chinacert.cftest5.cn/huya/18632116
解说_续哥说电影,http://live.chinacert.cftest5.cn/huya/24396472
解说_小川侃电影,http://live.chinacert.cftest5.cn/huya/15870999
解说_阿钙扒瞎,http://live.chinacert.cftest5.cn/huya/15978172
解说_阿良说剧,http://live.chinacert.cftest5.cn/huya/20488841
解说_鱼丸电影,http://live.chinacert.cftest5.cn/huya/16615910
解说_阿斗说电影,http://live.chinacert.cftest5.cn/huya/13303478
解说_扁豆看电影,http://live.chinacert.cftest5.cn/huya/16028551
解说_乌贼说电影,http://live.chinacert.cftest5.cn/huya/16604522
解说_大象放映室,http://live.chinacert.cftest5.cn/huya/21277391
解说_科幻梦工场,http://live.chinacert.cftest5.cn/huya/15152155
解说_亮哥讲电影,http://live.chinacert.cftest5.cn/huya/16144175
解说_越哥说电影,http://live.chinacert.cftest5.cn/huya/15894162
解说_小冉看电影,http://live.chinacert.cftest5.cn/huya/17341907
解说_嫦娥撩电影,http://live.chinacert.cftest5.cn/huya/18201106
解说_阿翔说电影,http://live.chinacert.cftest5.cn/huya/16868935
解说_疯狂解说家,http://live.chinacert.cftest5.cn/huya/18366196
解说_虎妞说电影,http://live.chinacert.cftest5.cn/huya/20343144
解说_顾久撩电影,http://live.chinacert.cftest5.cn/huya/16422212
解说_涵哥评电影,http://live.chinacert.cftest5.cn/huya/16865726
解说_俗哥看电影,http://live.chinacert.cftest5.cn/huya/15452736
解说_老皮讲电影,http://live.chinacert.cftest5.cn/huya/16968572
解说_默爷侃电影,http://live.chinacert.cftest5.cn/huya/17204307
解说_冷君说电影,http://live.chinacert.cftest5.cn/huya/16739452
解说_老炮说电影,http://live.chinacert.cftest5.cn/huya/15454716
解说_刘老师说电影,http://live.chinacert.cftest5.cn/huya/20289754
解说_恐怖电影解说,http://live.chinacert.cftest5.cn/huya/16741179

埋堆堆1,http://live.chinacert.cftest5.cn/huya/23749096
埋堆堆2,http://live.chinacert.cftest5.cn/huya/23735126
埋堆堆3,http://live.chinacert.cftest5.cn/huya/23865152
埋堆堆4,http://live.chinacert.cftest5.cn/huya/23903196
埋堆堆5,http://live.chinacert.cftest5.cn/huya/23740156
埋堆堆6,http://live.chinacert.cftest5.cn/huya/23728660
埋堆堆7,http://live.chinacert.cftest5.cn/huya/23735153
埋堆堆8,http://live.chinacert.cftest5.cn/huya/23865058
埋堆堆9,http://live.chinacert.cftest5.cn/huya/23734183
埋堆堆10,http://live.chinacert.cftest5.cn/huya/23749068
埋堆堆11,http://live.chinacert.cftest5.cn/huya/23865036
埋堆堆12,http://live.chinacert.cftest5.cn/huya/23740162
埋堆堆13,http://live.chinacert.cftest5.cn/huya/233829474
埋堆堆14,http://live.chinacert.cftest5.cn/huya/23863833
埋堆堆15,http://live.chinacert.cftest5.cn/huya/23903106
埋堆堆16,http://live.chinacert.cftest5.cn/huya/23865025
埋堆堆17,http://live.chinacert.cftest5.cn/huya/23728689
埋堆堆18,http://live.chinacert.cftest5.cn/huya/23824171
埋堆堆19,http://live.chinacert.cftest5.cn/huya/23860057
埋堆堆20,http://live.chinacert.cftest5.cn/huya/23865072
埋堆堆21,http://live.chinacert.cftest5.cn/huya/23734176
埋堆堆22,http://live.chinacert.cftest5.cn/huya/23728651
埋堆堆23,http://live.chinacert.cftest5.cn/huya/23734246#http://tv.666150.xyz/huya.php?id=23734246#http://fmbox.cc/huya.php?id=23734246
埋堆堆24,http://live.chinacert.cftest5.cn/huya/23865179
埋堆堆25,http://live.chinacert.cftest5.cn/huya/23734196
埋堆堆26,http://live.chinacert.cftest5.cn/huya/23734211
埋堆堆27,http://live.chinacert.cftest5.cn/huya/23865086
埋堆堆28,http://live.chinacert.cftest5.cn/huya/23863796
埋堆堆29,http://live.chinacert.cftest5.cn/huya/23863822
埋堆堆30,http://live.chinacert.cftest5.cn/huya/23749083
埋堆堆31,http://live.chinacert.cftest5.cn/huya/23734243
埋堆堆32,http://live.chinacert.cftest5.cn/huya/23864480
埋堆堆33,http://live.chinacert.cftest5.cn/huya/23746486
埋堆堆34,http://live.chinacert.cftest5.cn/huya/23860049
埋堆堆35,http://live.chinacert.cftest5.cn/huya/23749074
埋堆堆36,http://live.chinacert.cftest5.cn/huya/23863882
埋堆堆37,http://live.chinacert.cftest5.cn/huya/23863778
埋堆堆38,http://live.chinacert.cftest5.cn/huya/23824164
埋堆堆39,http://live.chinacert.cftest5.cn/huya/23829537
埋堆堆40,http://live.chinacert.cftest5.cn/huya/23863809
埋堆堆41,http://live.chinacert.cftest5.cn/huya/23865096
埋堆堆42,http://live.chinacert.cftest5.cn/huya/23863804
埋堆堆43,http://live.chinacert.cftest5.cn/huya/23728630
埋堆堆44,http://live.chinacert.cftest5.cn/huya/23863895
埋堆堆45,http://live.chinacert.cftest5.cn/huya/23863787
埋堆堆46,http://live.chinacert.cftest5.cn/huya/23728637
埋堆堆47,http://live.chinacert.cftest5.cn/huya/23865142
埋堆堆48,http://live.chinacert.cftest5.cn/huya/23903085
埋堆堆49,http://live.chinacert.cftest5.cn/huya/23903183
埋堆堆50,http://live.chinacert.cftest5.cn/huya/23728647
埋堆堆51,http://live.chinacert.cftest5.cn/huya/23746691
埋堆堆52,http://live.chinacert.cftest5.cn/huya/23829447
埋堆堆53,http://live.chinacert.cftest5.cn/huya/23728693
埋堆堆54,http://live.chinacert.cftest5.cn/huya/23903130
埋堆堆55,http://live.chinacert.cftest5.cn/huya/23734223
埋堆堆56,http://live.chinacert.cftest5.cn/huya/23734169
埋堆堆57,http://live.chinacert.cftest5.cn/huya/23865124
埋堆堆58,http://live.chinacert.cftest5.cn/huya/23865186
埋堆堆59,http://live.chinacert.cftest5.cn/huya/23902225
埋堆堆60,http://live.chinacert.cftest5.cn/huya/23903164
埋堆堆61,http://live.chinacert.cftest5.cn/huya/23728674
埋堆堆62,http://live.chinacert.cftest5.cn/huya/23863818
埋堆堆63,http://live.chinacert.cftest5.cn/huya/23865171
埋堆堆64,http://live.chinacert.cftest5.cn/huya/23728595
埋堆堆65,http://live.chinacert.cftest5.cn/huya/23734256
埋堆堆66,http://live.chinacert.cftest5.cn/huya/23829543

斗鱼,#genre#
周星驰,http://zzy789.xyz/douyu1.php?id=122402
刘德华,http://zzy789.xyz/douyu1.php?id=2516864
好先生,http://zzy789.xyz/douyu1.php?id=9650792
庆余年,http://zzy789.xyz/douyu1.php?id=5908256
欢乐综艺,http://zzy789.xyz/douyu1.php?id=131977
万合出品,http://zzy789.xyz/douyu1.php?id=9220456
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
吃米滴虫,http://zzy789.xyz/douyu1.php?id=315457
高分电影,http://zzy789.xyz/douyu1.php?id=7254536
豆瓣高分,http://zzy789.xyz/douyu1.php?id=8770422
漫威影院,http://zzy789.xyz/douyu1.php?id=6140589
特辑电影,http://zzy789.xyz/douyu1.php?id=3637778
粤语电影,http://zzy789.xyz/douyu1.php?id=1226741
国产电影,http://zzy789.xyz/douyu1.php?id=5423
精彩电影,http://zzy789.xyz/douyu1.php?id=9650887
喜剧电影,http://zzy789.xyz/douyu1.php?id=323876
动作电影,http://zzy789.xyz/douyu1.php?id=6763930
恐怖电影,http://zzy789.xyz/douyu1.php?id=218859
恐怖鬼怪,http://zzy789.xyz/douyu1.php?id=1165374
童年阴影,http://zzy789.xyz/douyu1.php?id=2935323
惊悚电影,http://zzy789.xyz/douyu1.php?id=96577
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
华语影视,http://zzy789.xyz/douyu1.php?id=3928
神乐影视,http://zzy789.xyz/douyu1.php?id=85894
周末影院,http://zzy789.xyz/douyu1.php?id=3637765
周末电影,http://zzy789.xyz/douyu1.php?id=3637726
兔子影厅,http://zzy789.xyz/douyu1.php?id=8985415
冰冰影厅,http://zzy789.xyz/douyu1.php?id=74374
刀刀影院,http://zzy789.xyz/douyu1.php?id=747764
奶虫影院,http://zzy789.xyz/douyu1.php?id=263824
贝爷壹厅,http://zzy789.xyz/douyu1.php?id=252802
贝爷贰厅,http://zzy789.xyz/douyu1.php?id=4332
贝爷叁厅,http://zzy789.xyz/douyu1.php?id=36337
凌儿影院,http://zzy789.xyz/douyu1.php?id=1377142
云宝影院,http://zzy789.xyz/douyu1.php?id=7305938
花卷影院,http://zzy789.xyz/douyu1.php?id=52787
菜园小饼,http://zzy789.xyz/douyu1.php?id=1735337
米娅影院,http://zzy789.xyz/douyu1.php?id=6537888
橙記港剧,http://zzy789.xyz/douyu1.php?id=4549169
大宝影视,http://zzy789.xyz/douyu1.php?id=805235
蚂蚱影视,http://zzy789.xyz/douyu1.php?id=6079455
怡寶影视,http://zzy789.xyz/douyu1.php?id=434971
圆子影视,http://zzy789.xyz/douyu1.php?id=6566658
贝贝影视,http://zzy789.xyz/douyu1.php?id=431460
可乐影视,http://zzy789.xyz/douyu1.php?id=20415
萌牛影视,http://zzy789.xyz/douyu1.php?id=7494871
兔兔影视,http://zzy789.xyz/douyu1.php?id=1504768
无双影视,http://zzy789.xyz/douyu1.php?id=4870914
下饭神剧,http://zzy789.xyz/douyu1.php?id=276200
古装神剧,http://zzy789.xyz/douyu1.php?id=338759
晚湾影视,http://zzy789.xyz/douyu1.php?id=9461178
酒染影视,http://zzy789.xyz/douyu1.php?id=7550220
芊珏影视,http://zzy789.xyz/douyu1.php?id=8814650
热门港剧,http://zzy789.xyz/douyu1.php?id=5522351
盗墓剧集,http://zzy789.xyz/douyu1.php?id=9292503
金庸武侠,http://zzy789.xyz/douyu1.php?id=7644931
国产剧集,http://zzy789.xyz/douyu1.php?id=8157860
国产剧场,http://zzy789.xyz/douyu1.php?id=308752
爱情公寓,http://zzy789.xyz/douyu1.php?id=2838296
经典剧集,http://zzy789.xyz/douyu1.php?id=6863367
李卫当官,http://zzy789.xyz/douyu1.php?id=7473576
龙门镖局,http://zzy789.xyz/douyu1.php?id=9650860
雍正王朝,http://zzy789.xyz/douyu1.php?id=4944033
雍正帝王,http://zzy789.xyz/douyu1.php?id=9650836
隋唐演义,http://zzy789.xyz/douyu1.php?id=7552568
大宋神探,http://zzy789.xyz/douyu1.php?id=7784862
音乐欣赏,http://zzy789.xyz/douyu1.php?id=3186217
舌尖美食,http://zzy789.xyz/douyu1.php?id=9650849
篮球人物,http://zzy789.xyz/douyu1.php?id=8434598
史君说剧,http://zzy789.xyz/douyu1.php?id=9419771
史剧解说,http://zzy789.xyz/douyu1.php?id=297689
老秦说剧,http://zzy789.xyz/douyu1.php?id=9650131
老蔡解说,http://zzy789.xyz/douyu1.php?id=8869614
长片短解,http://zzy789.xyz/douyu1.php?id=9410946
宇哥解说,http://zzy789.xyz/douyu1.php?id=8651489
夜魔人老王,http://zzy789.xyz/douyu1.php?id=610972
皮皮看动漫,http://zzy789.xyz/douyu1.php?id=9837291
开心锤动漫,http://zzy789.xyz/douyu1.php?id=9018297
拳叔二次元,http://zzy789.xyz/douyu1.php?id=9484105
老邪说电影,http://zzy789.xyz/douyu1.php?id=9222870
洗碗君解说,http://zzy789.xyz/douyu1.php?id=9446706
百晓生说剧,http://zzy789.xyz/douyu1.php?id=9649681
百晓生解说,http://zzy789.xyz/douyu1.php?id=9653063
小司马说剧,http://zzy789.xyz/douyu1.php?id=4808115
小司马解说,http://zzy789.xyz/douyu1.php?id=9660127
星君说电影,http://zzy789.xyz/douyu1.php?id=8014467
刘哔讲电影,http://zzy789.xyz/douyu1.php?id=2632223
老王说电影,http://zzy789.xyz/douyu1.php?id=9687733
贤于说电影,http://zzy789.xyz/douyu1.php?id=9461990
牛叔说电影,http://zzy789.xyz/douyu1.php?id=2758565
侃片大师兄,http://zzy789.xyz/douyu1.php?id=9338839
虫哥说电影,http://zzy789.xyz/douyu1.php?id=8915074
电影迷小雅,http://zzy789.xyz/douyu1.php?id=9639225
1900影剧室,http://zzy789.xyz/douyu1.php?id=7796193
刘老师说电影,http://zzy789.xyz/douyu1.php?id=8317926
来呀官人解说,http://zzy789.xyz/douyu1.php?id=9986305
科幻Fans布玛,http://zzy789.xyz/douyu1.php?id=3508304
小片片说大片,http://zzy789.xyz/douyu1.php?id=4258555
大片片说小片,http://zzy789.xyz/douyu1.php?id=7489563
火龙果说电影,http://zzy789.xyz/douyu1.php?id=9559158


യ 抗战,#genre#
长津湖,http://vip.ffzy-play.com/20221015/1046_3db8a942/index.m3u8
长津湖之水门桥,http://vip.ffzy-play7.com/20221125/7026_1ecb0db7/index.m3u8
血战湘江,http://vip.ffzy-play7.com/20221104/1453_a28a0536/index.m3u8
浴血无名川,http://vip.ffzy-play.com/20221015/1001_9f573e67/index.m3u8
建军大业,http://vip.ffzy-play6.com/20221105/4332_3fcc86e5/index.m3u8
建国大业,http://vip.ffzy-play2.com/20221022/241_ada1d58a/index.m3u8
金刚川,http://vip.ffzy-play.com/20221017/1622_d5ed8dcb/index.m3u8
匹夫,http://vip.ffzy-play6.com/20221019/182_2cf6e6fa/index.m3u8
遍地狼烟,http://vip.ffzy-play6.com/20221021/435_27eb59a1/index.m3u8


യ 上新,#genre#
